Annee;Mois;Date;Gare;Nature;Type
2013;6;2013-06;Paris Saint-Lazare;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;6;2013-06;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;6;2013-06;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Nancy;Autres vêtements (préciser);Vêtements, chaussures
2013;10;2013-10;Paris Saint-Lazare;Parapluie télescopique, parapluie de poche;Parapluies
2013;10;2013-10;Paris Saint-Lazare;Sacoche pour ordinateur, photo, vidéo;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Strasbourg;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Est;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Saint-Lazare;Vélo;Vélos, trottinettes, accessoires 2 roues
2013;10;2013-10;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Appareils audio portables (lecteur de CD, baladeur MP3, iPod, etc. );Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Saint-Lazare;Chéquier;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Saint-Lazare;Autre livre;Livres, articles de papéterie
2013;10;2013-10;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Colmar;Autres vêtements (préciser);Vêtements, chaussures
2013;10;2013-10;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;10;2013-10;Metz Ville;Sac à main;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;10;2013-10;Metz Ville;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Metz Ville;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Strasbourg;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;10;2013-10;Paris Montparnasse;Autre petit véhicule (préciser);Vélos, trottinettes, accessoires 2 roues
2013;10;2013-10;Strasbourg;Autres divers (préciser);Divers
2013;10;2013-10;Strasbourg;Autres appareils et accessoires électroniques (préciser);Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Strasbourg;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Strasbourg;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Est;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Est;Carte Vitale;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;10;2013-10;Paris Saint-Lazare;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Lunettes;Optique
2013;10;2013-10;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Autres vêtements (préciser);Vêtements, chaussures
2013;10;2013-10;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Rouen Rive Droite;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Lunettes;Optique
2013;10;2013-10;Paris Est;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Saint-Lazare;Autre livre;Livres, articles de papéterie
2013;10;2013-10;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Bonnet, chapeau;Vêtements, chaussures
2013;10;2013-10;Paris Est;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;10;2013-10;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Gare du Nord;Dipl?me, papiers personnels;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;10;2013-10;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;10;2013-10;Paris Saint-Lazare;Sac à main;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Montparnasse;Sac à main;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Gare du Nord;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Gare du Nord;Montre;Bijoux, montres
2013;10;2013-10;Strasbourg;Parapluie télescopique, parapluie de poche;Parapluies
2013;10;2013-10;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Montparnasse;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Cha?ne, collier;Bijoux, montres
2013;10;2013-10;Paris Est;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;10;2013-10;Strasbourg;Autres vêtements (préciser);Vêtements, chaussures
2013;10;2013-10;Strasbourg;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Montparnasse;Carte Vitale;Pièces d'identités et papiers personnels
2013;10;2013-10;Strasbourg;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;10;2013-10;Paris Est;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;10;2013-10;Paris Est;Autres articles de sport, de loisirs ou de camping (préciser);Articles de sport, loisirs, camping
2013;10;2013-10;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Est;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Autre livre;Livres, articles de papéterie
2013;10;2013-10;Strasbourg;Cartable, trousse d'écolier, dossier scolaire;Articles d'enfants, de puériculture
2013;10;2013-10;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Autres divers (préciser);Divers
2013;10;2013-10;Paris Saint-Lazare;Sac à main;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;10;2013-10;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Saint-Lazare;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Strasbourg;Autres divers (préciser);Divers
2013;10;2013-10;Paris Est;Appareil photo, caméscope/caméras et accessoires;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Gare du Nord;Appareil photo, caméscope/caméras et accessoires;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Gare du Nord;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;10;2013-10;Strasbourg;Bonnet, chapeau;Vêtements, chaussures
2013;10;2013-10;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Lunettes;Optique
2013;10;2013-10;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Lunettes en étui;Optique
2013;10;2013-10;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;10;2013-10;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Gare du Nord;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;10;2013-10;Paris Saint-Lazare;Lunettes;Optique
2013;10;2013-10;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;10;2013-10;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;10;2013-10;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;10;2013-10;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Lille Europe;Foulard, écharpe;Vêtements, chaussures
2013;11;2013-11;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Autres appareils et accessoires électroniques (préciser);Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Lille Europe;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Lille Europe;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Metz Ville;Lunettes en étui;Optique
2013;11;2013-11;Metz Ville;Montre;Bijoux, montres
2013;11;2013-11;Metz Ville;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Est;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;11;2013-11;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Strasbourg;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Saint-Lazare;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;11;2013-11;Paris Saint-Lazare;Sacoche ventrale, banane;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Saint-Lazare;Autres instruments de musique (préciser);Instruments de musique
2013;11;2013-11;Strasbourg;Autres divers (préciser);Divers
2013;11;2013-11;Paris Gare du Nord;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Gare du Nord;Autres appareils et accessoires électroniques (préciser);Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Saint-Lazare;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Montparnasse;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;11;2013-11;Paris Montparnasse;Foulard, écharpe;Vêtements, chaussures
2013;11;2013-11;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Saint-Lazare;Autres vêtements (préciser);Vêtements, chaussures
2013;11;2013-11;Paris Saint-Lazare;Autres vêtements (préciser);Vêtements, chaussures
2013;11;2013-11;Paris Saint-Lazare;Autres vêtements (préciser);Vêtements, chaussures
2013;11;2013-11;Strasbourg;Autres articles de sport, de loisirs ou de camping (préciser);Articles de sport, loisirs, camping
2013;11;2013-11;Strasbourg;Lunettes;Optique
2013;11;2013-11;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Est;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Lille Europe;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Strasbourg;Autres instruments de musique (préciser);Instruments de musique
2013;11;2013-11;Paris Est;Foulard, écharpe;Vêtements, chaussures
2013;11;2013-11;Paris Montparnasse;Autres divers (préciser);Divers
2013;11;2013-11;Paris Montparnasse;Parapluie-canne, parapluie à bandoulière;Parapluies
2013;11;2013-11;Paris Gare du Nord;Sac à dos;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Lille Europe;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;11;2013-11;Saint-?tienne Ch?teaucreux;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;11;2013-11;Paris Est;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Saint-Lazare;Cartable, trousse d'écolier, dossier scolaire;Articles d'enfants, de puériculture
2013;11;2013-11;Paris Saint-Lazare;Autres vêtements (préciser);Vêtements, chaussures
2013;11;2013-11;Paris Saint-Lazare;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Saint-Lazare;Autres bijoux (préciser);Bijoux, montres
2013;11;2013-11;Paris Est;Lunettes;Optique
2013;11;2013-11;Paris Gare du Nord;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Gare du Nord;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Gare du Nord;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Gare du Nord;Autres vêtements (préciser);Vêtements, chaussures
2013;11;2013-11;Paris Gare du Nord;Bonnet, chapeau;Vêtements, chaussures
2013;11;2013-11;Paris Est;Lunettes;Optique
2013;11;2013-11;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;11;2013-11;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Lille Europe;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;11;2013-11;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Saintes;Lunettes;Optique
2013;11;2013-11;La Rochelle;Pull over, gilet;Vêtements, chaussures
2013;11;2013-11;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Lille Europe;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;11;2013-11;Strasbourg;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Montparnasse;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Montparnasse;Foulard, écharpe;Vêtements, chaussures
2013;11;2013-11;Strasbourg;Chaussures (autre que chaussures de ski et patins);Vêtements, chaussures
2013;11;2013-11;Strasbourg;Parapluie-canne, parapluie à bandoulière;Parapluies
2013;11;2013-11;Paris Montparnasse;Autres divers (préciser);Divers
2013;11;2013-11;Paris Gare du Nord;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Saintes;Sac de voyage, sac de sport, sac à bandoulière;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Montparnasse;Autres instruments de musique (préciser);Instruments de musique
2013;11;2013-11;Strasbourg;Autres vêtements (préciser);Vêtements, chaussures
2013;11;2013-11;Strasbourg;Sac à main;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Est;Sac à dos;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Reims;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Est;Sac à dos;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Saint-Lazare;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Saint-Lazare;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Saint-Lazare;Attaché-case, serviette;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Saint-Lazare;Sac à main;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Montparnasse;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Montparnasse;Nécessaire, mallette de toilette, sac de maquillage;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Gare du Nord;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Est;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;11;2013-11;Paris Saint-Lazare;Sac à dos;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Strasbourg;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Montparnasse;Autres vêtements (préciser);Vêtements, chaussures
2013;11;2013-11;Paris Est;Autres divers (préciser);Divers
2013;11;2013-11;Paris Est;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;11;2013-11;Angers Saint-Laud;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Metz Ville;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Saint-Lazare;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;11;2013-11;Paris Saint-Lazare;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Montparnasse;Bonnet, chapeau;Vêtements, chaussures
2013;11;2013-11;Paris Montparnasse;Foulard, écharpe;Vêtements, chaussures
2013;11;2013-11;Paris Montparnasse;Autre pièce ou papier personnel (préciser);Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Est;Porte-monnaie, portefeuille;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Montparnasse;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Strasbourg;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Angers Saint-Laud;Lunettes en étui;Optique
2013;11;2013-11;Paris Est;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Strasbourg;Foulard, écharpe;Vêtements, chaussures
2013;11;2013-11;Strasbourg;Autres appareils et accessoires électroniques (préciser);Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Gare du Nord;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Gare du Nord;Carte d'identité, passeport, permis de conduire;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Montparnasse;Chéquier;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Gare du Nord;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Carte Vitale;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Paris Montparnasse;Valise, sac sur roulettes;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Strasbourg;Foulard, écharpe;Vêtements, chaussures
2013;11;2013-11;Strasbourg;Autre livre;Livres, articles de papéterie
2013;11;2013-11;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Gare du Nord;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Gare du Nord;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;11;2013-11;Nancy;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Est;Autre bagagerie (préciser);Bagagerie: sacs, valises, cartables
2013;11;2013-11;Strasbourg;Gants;Vêtements, chaussures
2013;11;2013-11;Paris Est;Autres divers (préciser);Divers
2013;11;2013-11;Paris Est;Autres articles de papeterie (préciser);Livres, articles de papéterie
2013;11;2013-11;Paris Est;Article de papéterie, stylo, classeur;Livres, articles de papéterie
2013;11;2013-11;Lille Europe;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Saint-Lazare;Carte de crédit;Porte-monnaie / portefeuille, argent, titres
2013;11;2013-11;Paris Gare du Nord;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
2013;11;2013-11;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Est;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Carte d'abonnement;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Montparnasse;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Est;Sac à main;Bagagerie: sacs, valises, cartables
2013;11;2013-11;Reims;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Est;Clés, porte-clés;Clés, porte-clés, badge magnétique
2013;11;2013-11;Paris Est;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;11;2013-11;Saintes;Téléphone portable;Appareils électroniques, informatiques, appareils photo
2013;11;2013-11;Paris Est;Pièce d'identité personnelle et autre;Pièces d'identités et papiers personnels
2013;11;2013-11;Paris Gare du Nord;Parapluie télescopique, parapluie de poche;Parapluies
2013;11;2013-11;Saint-?tienne Ch?teaucreux;Manteau, veste, blazer, parka, blouson, cape;Vêtements, chaussures
